codice_intervento,descrizione,registro,codice_linea,linea,confidenza,prova,capi_nominati,comuni_citati_attraversati,confermato,natura_del_dato
P256,Potenziamento infrastrutturale scalo di Brescia Potenziamento infrastrutturale scalo di Brescia,"registro RFI (CdP Servizi, Allegato 3)",C064,Brescia - S. Zeno Folzano,media,nome-parziale,brescia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P256,Potenziamento infrastrutturale scalo di Brescia Potenziamento infrastrutturale scalo di Brescia,"registro RFI (CdP Servizi, Allegato 3)",F023,[MILANO] PIOLTELLO L. - BRESCIA  VERONA,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P256,Potenziamento infrastrutturale scalo di Brescia Potenziamento infrastrutturale scalo di Brescia,"registro RFI (CdP Servizi, Allegato 3)",A009,Milano - Brescia AV/AC,bassa,nome-parziale,brescia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P256,Potenziamento infrastrutturale scalo di Brescia Potenziamento infrastrutturale scalo di Brescia,"registro RFI (CdP Servizi, Allegato 3)",F023AV,PIOLTELLO L. - BRESCIA AVAC,bassa,nome-parziale,brescia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P257,Elettrificazione Ivrea-Aosta,"registro RFI (CdP Servizi, Allegato 3)",C002,Chivasso - Aosta,alta,nome-parziale,aosta,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P257,Elettrificazione Ivrea-Aosta,"registro RFI (CdP Servizi, Allegato 3)",C003,Aosta - Pre' S. Didier,media,nome-parziale,aosta,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P258,Linea Rosarno-S. Ferdinando: adeguamento PRG impianti di Rosarno e San Ferdinando Adeguamento PRG impianti di Rosarno e San Ferdinando,"registro RFI (CdP Servizi, Allegato 3)",F077,PAOLA - REGGIO CALABRIA CENTRALE (compresa Eccellente - Rosarno),alta,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P259,Linea Bari-Bitritto: upgrading infrastrutturale Linea Bari-Bitritto: upgrading infrastrutturale,"registro RFI (CdP Servizi, Allegato 3)",C152,Bari - Bitritto,alta,nome,bari|bitritto,,si,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P259,Linea Bari-Bitritto: upgrading infrastrutturale Linea Bari-Bitritto: upgrading infrastrutturale,"registro RFI (CdP Servizi, Allegato 3)",C150,Bari - Brindisi,media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P259,Linea Bari-Bitritto: upgrading infrastrutturale Linea Bari-Bitritto: upgrading infrastrutturale,"registro RFI (CdP Servizi, Allegato 3)",C158,Bari - Gioia Del Colle,media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P259,Linea Bari-Bitritto: upgrading infrastrutturale Linea Bari-Bitritto: upgrading infrastrutturale,"registro RFI (CdP Servizi, Allegato 3)",F069,FOGGIA - BARI (compresa Enziteto Catino - Bari S.Spirito),media,nome-parziale,bari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P260,Potenziamento Capannelle-Ciampino Quadruplicamento Capannelle-Ciampino e PRG Ciampino,"registro RFI (CdP Servizi, Allegato 3)",C134,Ciampino - Albano Laziale,media,nome-parziale,ciampino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P260,Potenziamento Capannelle-Ciampino Quadruplicamento Capannelle-Ciampino e PRG Ciampino,"registro RFI (CdP Servizi, Allegato 3)",C135,Ciampino - Velletri,media,nome-parziale,ciampino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P260,Potenziamento Capannelle-Ciampino Quadruplicamento Capannelle-Ciampino e PRG Ciampino,"registro RFI (CdP Servizi, Allegato 3)",C235,Ciampino - Frascati,media,nome-parziale,ciampino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P260,Potenziamento Capannelle-Ciampino Quadruplicamento Capannelle-Ciampino e PRG Ciampino,"registro RFI (CdP Servizi, Allegato 3)",F061,(comprese linee Rocca d'Evandro - Venafro/Vairano e Santa Maria C.V. - Maddaloni M. S.to e linee Bivio Maddaloni /,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P260,Potenziamento Capannelle-Ciampino Quadruplicamento Capannelle-Ciampino e PRG Ciampino,"registro RFI (CdP Servizi, Allegato 3)",N007,Roma,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P261,"Potenziamento linea Bologna-Prato Linea Bologna-Prato-Firenze: adeguamento prestazionale (sagoma, modulo) e potenziamento tecnologico","registro RFI (CdP Servizi, Allegato 3)",F043,[BOLOGNA] BOLOGNA S.RUFFILLO - FIRENZE CASTELLO [FIRENZE],alta,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P261,"Potenziamento linea Bologna-Prato Linea Bologna-Prato-Firenze: adeguamento prestazionale (sagoma, modulo) e potenziamento tecnologico","registro RFI (CdP Servizi, Allegato 3)",A007,Bologna - Firenze AV/AC,media,nome,bologna|firenze,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P261,"Potenziamento linea Bologna-Prato Linea Bologna-Prato-Firenze: adeguamento prestazionale (sagoma, modulo) e potenziamento tecnologico","registro RFI (CdP Servizi, Allegato 3)",N005,Bologna,media,nome-parziale,bologna,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P261,"Potenziamento linea Bologna-Prato Linea Bologna-Prato-Firenze: adeguamento prestazionale (sagoma, modulo) e potenziamento tecnologico","registro RFI (CdP Servizi, Allegato 3)",N006,Firenze,media,nome-parziale,firenze,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P261,"Potenziamento linea Bologna-Prato Linea Bologna-Prato-Firenze: adeguamento prestazionale (sagoma, modulo) e potenziamento tecnologico","registro RFI (CdP Servizi, Allegato 3)",C112,Firenze S. Marco V. - Borgo S.Lorenzo,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P261,"Potenziamento linea Bologna-Prato Linea Bologna-Prato-Firenze: adeguamento prestazionale (sagoma, modulo) e potenziamento tecnologico","registro RFI (CdP Servizi, Allegato 3)",F049,[FIRENZE] FIRENZE CASCINE - PISA,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P262B,Velocizzazione e potenziamento linea ferroviaria Adriatica 2^ fase Velocizzazione CastelBolognese-Rimini,"registro RFI (CdP Servizi, Allegato 3)",C102,Ravenna - Rimini,media,nome-parziale,rimini,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P262B,Velocizzazione e potenziamento linea ferroviaria Adriatica 2^ fase Velocizzazione CastelBolognese-Rimini,"registro RFI (CdP Servizi, Allegato 3)",F063,[BOLOGNA] MIRANDOLA O. - ANCONA (compresa Ancona - Ancona Marittima),media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P262B,Velocizzazione e potenziamento linea ferroviaria Adriatica 2^ fase Velocizzazione CastelBolognese-Rimini,"registro RFI (CdP Servizi, Allegato 3)",C106,Castelbolognese - Lugo,media,nome-parziale,castelbolognese,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P270,Opere di collegamento al Ponte sullo stretto di Messina - sponda calabra e siciliana Opere di collegamento al Ponte sullo stretto di Messina - sponda PROG PROG calabra Opere di collegamento al Ponte sullo stretto di Messina - sponda PROG PROG sicialiana,"registro RFI (CdP Servizi, Allegato 3)",C169,Messina - Catania,media,nome-parziale,messina,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P270,Opere di collegamento al Ponte sullo stretto di Messina - sponda calabra e siciliana Opere di collegamento al Ponte sullo stretto di Messina - sponda PROG PROG calabra Opere di collegamento al Ponte sullo stretto di Messina - sponda PROG PROG sicialiana,"registro RFI (CdP Servizi, Allegato 3)",C175,Messina - Fiumetorto,media,nome-parziale,messina,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0013A,Nuova linea a monte del Vesuvio Nuova linea a monte del Vesuvio (tratta bivio Casoria - bivio Sarno),OpenStreetMap (relazione route=railway),17977510,Ferrovia Cancello-Avellino,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0013A,Nuova linea a monte del Vesuvio Nuova linea a monte del Vesuvio (tratta bivio Casoria - bivio Sarno),OpenStreetMap (relazione route=railway),7343201,Ferrovia Napoli–Salerno (via Galleria Santa Lucia),media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0013A,Nuova linea a monte del Vesuvio Nuova linea a monte del Vesuvio (tratta bivio Casoria - bivio Sarno),OpenStreetMap (relazione route=railway),5381831,Ferrovia Salerno - Cancello,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0013A,Nuova linea a monte del Vesuvio Nuova linea a monte del Vesuvio (tratta bivio Casoria - bivio Sarno),OpenStreetMap (relazione route=railway),7781979,Ferrovia Pugliano-Vesuvio,media,nome-parziale,vesuvio,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0013A,Nuova linea a monte del Vesuvio Nuova linea a monte del Vesuvio (tratta bivio Casoria - bivio Sarno),OpenStreetMap (relazione route=railway),12454737,Napoli-Bari AV/AC,bassa,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0013B,Fermata Vesuvio Est Linea a monte del Vesuvio Fermata Vesuvio Est PROG PROG,OpenStreetMap (relazione route=railway),7781979,Ferrovia Pugliano-Vesuvio,media,nome-parziale,vesuvio,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0036,"Nodo di Palermo Passante ferroviario Palermo c.le/Notarbartolo-Carini, Apparato tecnologico Palermo c.le e Completamento raddoppio Carini- Punta-Raisi e adeguamento tecnologico Palermo c.le-Fiumetorto",OpenStreetMap (relazione route=railway),13165261,Linea Palermo Notarbartolo - Punta Raisi / Piraineto - Trapani / Palermo Centrale - Palermo Sampolo / Alcamo Dne - Catelvetrano - Trapani,alta,nome+comuni,punta raisi|palermo,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0036,"Nodo di Palermo Passante ferroviario Palermo c.le/Notarbartolo-Carini, Apparato tecnologico Palermo c.le e Completamento raddoppio Carini- Punta-Raisi e adeguamento tecnologico Palermo c.le-Fiumetorto",OpenStreetMap (relazione route=railway),13271799,Linea Agrigento Centrale - Palermo Centrale,media,nome-parziale+comuni,palermo,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0036,"Nodo di Palermo Passante ferroviario Palermo c.le/Notarbartolo-Carini, Apparato tecnologico Palermo c.le e Completamento raddoppio Carini- Punta-Raisi e adeguamento tecnologico Palermo c.le-Fiumetorto",OpenStreetMap (relazione route=railway),15317508,Linea Caltanissetta Centrale - Palermo Centrale,media,nome-parziale+comuni,palermo,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0036,"Nodo di Palermo Passante ferroviario Palermo c.le/Notarbartolo-Carini, Apparato tecnologico Palermo c.le e Completamento raddoppio Carini- Punta-Raisi e adeguamento tecnologico Palermo c.le-Fiumetorto",OpenStreetMap (relazione route=railway),10071532,Linea Messina Centrale - Palermo Centrale / Bivio Terme Vigliatore - Patti-San Piero Patti,media,nome-parziale+comuni,palermo,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0036,"Nodo di Palermo Passante ferroviario Palermo c.le/Notarbartolo-Carini, Apparato tecnologico Palermo c.le e Completamento raddoppio Carini- Punta-Raisi e adeguamento tecnologico Palermo c.le-Fiumetorto",OpenStreetMap (relazione route=railway),20989389,Chiusura Anello Ferroviario,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0036,"Nodo di Palermo Passante ferroviario Palermo c.le/Notarbartolo-Carini, Apparato tecnologico Palermo c.le e Completamento raddoppio Carini- Punta-Raisi e adeguamento tecnologico Palermo c.le-Fiumetorto",OpenStreetMap (relazione route=railway),10362602,Ferrovia Incompiuta Palermo-Salaparuta,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0037,Realizzazione fermate ed adeguamento stazioni per servizio metropolitano di Bologna 1^ fase,OpenStreetMap (relazione route=railway),1782127,Ferrovia Bologna - Verona,media,nome-parziale+comuni,bologna,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0037,Realizzazione fermate ed adeguamento stazioni per servizio metropolitano di Bologna 1^ fase,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,media,nome-parziale+comuni,bologna,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0037,Realizzazione fermate ed adeguamento stazioni per servizio metropolitano di Bologna 1^ fase,OpenStreetMap (relazione route=railway),7795886,Ferrovia Padova – Bologna,media,nome-parziale+comuni,bologna,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0037,Realizzazione fermate ed adeguamento stazioni per servizio metropolitano di Bologna 1^ fase,OpenStreetMap (relazione route=railway),16108812,Linea di cintura di Bologna,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0037,Realizzazione fermate ed adeguamento stazioni per servizio metropolitano di Bologna 1^ fase,OpenStreetMap (relazione route=railway),2172727,Ferrovia Bologna-Firenze (alta velocità),bassa,nome-parziale+comuni,bologna,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
